split,class_folder,label,label_index,malignant,site,filename,image_path,md5
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4285.jpeg,data\processed\test\colon_aca\colonca4285.jpeg,7fa0e905cf21fd1f35b7105a3779fbe5
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4286.jpeg,data\processed\test\colon_aca\colonca4286.jpeg,158a93e7b29a0decb9b13bfee0578667
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4287.jpeg,data\processed\test\colon_aca\colonca4287.jpeg,c6d578d3d60f350621d85748d3500773
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4288.jpeg,data\processed\test\colon_aca\colonca4288.jpeg,11c2ecdd734155a2771462697600e3ad
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4289.jpeg,data\processed\test\colon_aca\colonca4289.jpeg,39c70b60271f93f98f36540aff7912c0
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4290.jpeg,data\processed\test\colon_aca\colonca4290.jpeg,eb8bae7f8a122ec0306c69987ba37f94
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4291.jpeg,data\processed\test\colon_aca\colonca4291.jpeg,879f34ff46a3bcc523d84938b72826ab
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4292.jpeg,data\processed\test\colon_aca\colonca4292.jpeg,4f93bb79646bfa32b0fef92dbedf1b55
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4293.jpeg,data\processed\test\colon_aca\colonca4293.jpeg,57fb904941c2f48b30b0b2e4edb907b7
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4294.jpeg,data\processed\test\colon_aca\colonca4294.jpeg,94978f6570792a355aa8efefb08fea15
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4295.jpeg,data\processed\test\colon_aca\colonca4295.jpeg,c0115622e0f0de858d313fc6e0e132d8
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4296.jpeg,data\processed\test\colon_aca\colonca4296.jpeg,8f90513df89de9c3a46da3d3b13c42be
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4297.jpeg,data\processed\test\colon_aca\colonca4297.jpeg,b5d5bd5abc59ced542fd551e78e257a3
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4298.jpeg,data\processed\test\colon_aca\colonca4298.jpeg,34d5cc581aefbb1b0bc556a1e173f669
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4299.jpeg,data\processed\test\colon_aca\colonca4299.jpeg,353b705b348697fa6f192b05080553c1
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4300.jpeg,data\processed\test\colon_aca\colonca4300.jpeg,e32120d71778346b5d9fca4002878598
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4301.jpeg,data\processed\test\colon_aca\colonca4301.jpeg,1a7f529edbdb47b08d3d5a9396e767bc
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4302.jpeg,data\processed\test\colon_aca\colonca4302.jpeg,ec0fea1cdad372025a51fd4b97806ad1
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4303.jpeg,data\processed\test\colon_aca\colonca4303.jpeg,cacf4321ef9cdb00ef620821130c8207
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4304.jpeg,data\processed\test\colon_aca\colonca4304.jpeg,ebc37990a4751bc4e0f23b716e93cc34
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4305.jpeg,data\processed\test\colon_aca\colonca4305.jpeg,8d5c88ce8ca8e5ec3e9ad76dace716e4
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4306.jpeg,data\processed\test\colon_aca\colonca4306.jpeg,f6b9b9e0a0b29154d99f5096d6cff728
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4307.jpeg,data\processed\test\colon_aca\colonca4307.jpeg,ec5240fc27324026d9d8e97e5cf7dc18
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4308.jpeg,data\processed\test\colon_aca\colonca4308.jpeg,b88aa57974e03e25634cb3b3966328c0
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4309.jpeg,data\processed\test\colon_aca\colonca4309.jpeg,efba1467103a19282ba8450def50dfcc
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4310.jpeg,data\processed\test\colon_aca\colonca4310.jpeg,75db7aadfbf09962a38aa38ce7abecf0
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4311.jpeg,data\processed\test\colon_aca\colonca4311.jpeg,16603fdb5e24e9dc4c3bfd76e9b7178f
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4312.jpeg,data\processed\test\colon_aca\colonca4312.jpeg,e67d7087b9fb3f0ec3b2b6b3a51c4eac
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4313.jpeg,data\processed\test\colon_aca\colonca4313.jpeg,15b5c0462e9210f888b547a1e3d9af73
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4314.jpeg,data\processed\test\colon_aca\colonca4314.jpeg,6320bb44ee4dd02660c3b73c45332c49
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4315.jpeg,data\processed\test\colon_aca\colonca4315.jpeg,31cc12b94f620c19306a0670720f8b5b
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4316.jpeg,data\processed\test\colon_aca\colonca4316.jpeg,7d50aaf191ff3c593934b94ed449b881
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4317.jpeg,data\processed\test\colon_aca\colonca4317.jpeg,d2a97704031e995df33c86bfa714701f
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4318.jpeg,data\processed\test\colon_aca\colonca4318.jpeg,0100195773f1c6852c14fa0588d97de7
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4319.jpeg,data\processed\test\colon_aca\colonca4319.jpeg,f309304e595b4c2db7a4ada0893fc3e8
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4320.jpeg,data\processed\test\colon_aca\colonca4320.jpeg,015e99901f7a69c0f7b630afc9ec6c83
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4321.jpeg,data\processed\test\colon_aca\colonca4321.jpeg,590f6ede84afb1603d22581f48aa6bcd
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4322.jpeg,data\processed\test\colon_aca\colonca4322.jpeg,93d39897454137610f8c3b697d8fe9a7
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4323.jpeg,data\processed\test\colon_aca\colonca4323.jpeg,a2e15120b03e1eaa1611ebefeae4d03a
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4324.jpeg,data\processed\test\colon_aca\colonca4324.jpeg,f719a50a9bf4ce6e424234840ec161f1
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4325.jpeg,data\processed\test\colon_aca\colonca4325.jpeg,52a6c4f7856b34fe0560ce9230f52629
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4326.jpeg,data\processed\test\colon_aca\colonca4326.jpeg,6c0501f8e6eb0b2dee21dcfd43c78e0c
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4327.jpeg,data\processed\test\colon_aca\colonca4327.jpeg,fddef9eb98e651961548eb5e2a39fac6
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4328.jpeg,data\processed\test\colon_aca\colonca4328.jpeg,381b530c6a82914f9c4a37c2f5b8d822
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4329.jpeg,data\processed\test\colon_aca\colonca4329.jpeg,bb09b4bf965b62f4db17442e54a14c74
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4330.jpeg,data\processed\test\colon_aca\colonca4330.jpeg,f1ff383af839560679456c9fdae25861
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4331.jpeg,data\processed\test\colon_aca\colonca4331.jpeg,1fd9e449c87e46bae6a0c4dea2296973
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4332.jpeg,data\processed\test\colon_aca\colonca4332.jpeg,55fdfdf655189706b868465a4fd5939a
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4333.jpeg,data\processed\test\colon_aca\colonca4333.jpeg,16a68ee0943762c60579ff4ac1c2d31f
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4334.jpeg,data\processed\test\colon_aca\colonca4334.jpeg,ddf82996721baaff6f7173c0de796f13
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4335.jpeg,data\processed\test\colon_aca\colonca4335.jpeg,94baae5c6fd71a99f9acf3805692cf07
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4336.jpeg,data\processed\test\colon_aca\colonca4336.jpeg,6c880506717349d5e5b8ae3ec4103d80
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4337.jpeg,data\processed\test\colon_aca\colonca4337.jpeg,5268e9b8aa76666973c0aa587274da11
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4338.jpeg,data\processed\test\colon_aca\colonca4338.jpeg,f1a2cb986fd622abb730c0317789d587
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4339.jpeg,data\processed\test\colon_aca\colonca4339.jpeg,881713944e637e7d4b72d5f7d1b81f39
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4340.jpeg,data\processed\test\colon_aca\colonca4340.jpeg,32a76b8e521e4c93c3305401cdca4b90
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4341.jpeg,data\processed\test\colon_aca\colonca4341.jpeg,db77dca5418e57bf003af3a14f0a704f
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4342.jpeg,data\processed\test\colon_aca\colonca4342.jpeg,d2a86aea52f371720c5ddeb4e7908afa
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4343.jpeg,data\processed\test\colon_aca\colonca4343.jpeg,35b0566f37185d2f7e70541c8a02b31b
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4344.jpeg,data\processed\test\colon_aca\colonca4344.jpeg,7b5b8024968065c0823bc5f6d4d4dd40
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4345.jpeg,data\processed\test\colon_aca\colonca4345.jpeg,93d5716056c6b7575ca561ab296aa058
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4346.jpeg,data\processed\test\colon_aca\colonca4346.jpeg,f7082b4aaeec3b4b052eff654584392e
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4347.jpeg,data\processed\test\colon_aca\colonca4347.jpeg,02627e17278d27fb1044ee7d1faa012d
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4348.jpeg,data\processed\test\colon_aca\colonca4348.jpeg,c3347efe75b046a1778fe47fd1a84954
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4349.jpeg,data\processed\test\colon_aca\colonca4349.jpeg,6c1f91fe2fd5c330da2f7223117524e1
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4350.jpeg,data\processed\test\colon_aca\colonca4350.jpeg,0b4b0ad530906a82ecf5fcbf4e7a58bd
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4351.jpeg,data\processed\test\colon_aca\colonca4351.jpeg,f5dbe28519fbbe6926448f781884ed47
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4352.jpeg,data\processed\test\colon_aca\colonca4352.jpeg,f9338afe2cfdd6105b09682d31bbb30a
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4353.jpeg,data\processed\test\colon_aca\colonca4353.jpeg,6a9ea8d36b8df86be6f52a7a3c771f64
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4354.jpeg,data\processed\test\colon_aca\colonca4354.jpeg,de6f28d7066be787efc4033912b3b956
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4355.jpeg,data\processed\test\colon_aca\colonca4355.jpeg,1500453344613d6267dd95fefea28630
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4356.jpeg,data\processed\test\colon_aca\colonca4356.jpeg,e204ed8139320db4d78da800dee9b5a9
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4357.jpeg,data\processed\test\colon_aca\colonca4357.jpeg,a9db4571a46b42b3a9b80e96e9b0c076
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4358.jpeg,data\processed\test\colon_aca\colonca4358.jpeg,c767c37cb34a95b8394bac1ed28579dc
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4359.jpeg,data\processed\test\colon_aca\colonca4359.jpeg,d6667e42b0e162820da9f1f1e12e9456
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4360.jpeg,data\processed\test\colon_aca\colonca4360.jpeg,90b3ab6412da68069e97c104629ed5db
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4361.jpeg,data\processed\test\colon_aca\colonca4361.jpeg,e915170d764520c99bd60a48841d8de1
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4362.jpeg,data\processed\test\colon_aca\colonca4362.jpeg,a5116ac64c251d03e39860bca527381f
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4363.jpeg,data\processed\test\colon_aca\colonca4363.jpeg,b51814bbc621aa17819ebec9dc8b230a
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4364.jpeg,data\processed\test\colon_aca\colonca4364.jpeg,aec43767b08a317fc7d19ce81fbd4087
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4365.jpeg,data\processed\test\colon_aca\colonca4365.jpeg,8fc49b7722a0db6e21d1c6948dca23a6
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4366.jpeg,data\processed\test\colon_aca\colonca4366.jpeg,f1683d497102349b748fba887d085144
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4367.jpeg,data\processed\test\colon_aca\colonca4367.jpeg,54bcde3e49e10dc27a44093ca1e3cdf4
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4368.jpeg,data\processed\test\colon_aca\colonca4368.jpeg,6ebc9b0cbbd0aa647cd316a2c7924d05
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4369.jpeg,data\processed\test\colon_aca\colonca4369.jpeg,feb35aa02da8304e0685b36c49061ed6
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4370.jpeg,data\processed\test\colon_aca\colonca4370.jpeg,b084e694e9fc985513883bb0960fced7
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4371.jpeg,data\processed\test\colon_aca\colonca4371.jpeg,3e00edbe03a1e25d8ab0434279405ec9
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4372.jpeg,data\processed\test\colon_aca\colonca4372.jpeg,9040911ef1b9700264c2ef980a9f16f1
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4373.jpeg,data\processed\test\colon_aca\colonca4373.jpeg,0c6af9b2232e2faac65c2619c4659332
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4374.jpeg,data\processed\test\colon_aca\colonca4374.jpeg,63b6d188c3669ddac57606e6c939501f
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4375.jpeg,data\processed\test\colon_aca\colonca4375.jpeg,a1666dad80a420fb4acde101d62ded83
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4376.jpeg,data\processed\test\colon_aca\colonca4376.jpeg,e5a496bdb95f6e188f81a7ce3c7b4dec
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4377.jpeg,data\processed\test\colon_aca\colonca4377.jpeg,2786fa883e97795abb979f9eb0c93e5a
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4378.jpeg,data\processed\test\colon_aca\colonca4378.jpeg,bbc8bac1e952b1f486e6e13cfe6983a0
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4379.jpeg,data\processed\test\colon_aca\colonca4379.jpeg,bbbf36a10167ca9e31d550150de4aefc
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4380.jpeg,data\processed\test\colon_aca\colonca4380.jpeg,d769ea4d067f5aed2d4f135a0c2f0140
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4381.jpeg,data\processed\test\colon_aca\colonca4381.jpeg,22e7ba6f24a11e6b08ff30802a98de73
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4382.jpeg,data\processed\test\colon_aca\colonca4382.jpeg,901b90f81a06a07c19bccfdcffe66032
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4383.jpeg,data\processed\test\colon_aca\colonca4383.jpeg,bf02455282d7f70e326c81e52d10fcf3
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4384.jpeg,data\processed\test\colon_aca\colonca4384.jpeg,b4bdf1d1a3220f810a182e8e254cb05f
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4385.jpeg,data\processed\test\colon_aca\colonca4385.jpeg,f76d24f9f4dcb0c9bbe255dfaa248a8f
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4386.jpeg,data\processed\test\colon_aca\colonca4386.jpeg,c36f112b96ea2196fdf6e6963b4fecaf
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4387.jpeg,data\processed\test\colon_aca\colonca4387.jpeg,352b0747716c98e444451e6495921f0f
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4388.jpeg,data\processed\test\colon_aca\colonca4388.jpeg,8adfd6193b54c51873a78e368e658c89
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4389.jpeg,data\processed\test\colon_aca\colonca4389.jpeg,d616fce6dcf2a977aefd58d12dec332b
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4390.jpeg,data\processed\test\colon_aca\colonca4390.jpeg,faa7546ccc71f67480003c0c7032271c
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4391.jpeg,data\processed\test\colon_aca\colonca4391.jpeg,d5d734a6131789c836bfaebdc21a39a8
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4392.jpeg,data\processed\test\colon_aca\colonca4392.jpeg,ca612e0f51211f4c962110019b9a93cd
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4393.jpeg,data\processed\test\colon_aca\colonca4393.jpeg,f5ac6453adc2c28dbe581f527d077a73
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4394.jpeg,data\processed\test\colon_aca\colonca4394.jpeg,42f97059b02fea2912424f93a857ec6f
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4395.jpeg,data\processed\test\colon_aca\colonca4395.jpeg,9841dee12522c4f289c9fb1d7568cbcf
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4396.jpeg,data\processed\test\colon_aca\colonca4396.jpeg,8b822328ff457a8bcc2e2994c51b2fc3
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4397.jpeg,data\processed\test\colon_aca\colonca4397.jpeg,453297e36fec595cfcacc7ab1ac17bbf
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4398.jpeg,data\processed\test\colon_aca\colonca4398.jpeg,8c677629c4cd472641abeb163a6d6742
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4399.jpeg,data\processed\test\colon_aca\colonca4399.jpeg,937057590de3e58a2461279e533d7a14
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4400.jpeg,data\processed\test\colon_aca\colonca4400.jpeg,00fb226488f2cc668924ff87b522d4f7
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4401.jpeg,data\processed\test\colon_aca\colonca4401.jpeg,6407a329188270a78cf71ab14331d8a6
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4402.jpeg,data\processed\test\colon_aca\colonca4402.jpeg,37f3b13fb5eeac46d045a59e4ab72746
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4403.jpeg,data\processed\test\colon_aca\colonca4403.jpeg,33714363164e5bbf590a917d1e543469
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4404.jpeg,data\processed\test\colon_aca\colonca4404.jpeg,037ef6e851687a0b6704c62bd66332f6
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4405.jpeg,data\processed\test\colon_aca\colonca4405.jpeg,359c92c037c344c27a72a597f5a4ee32
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4406.jpeg,data\processed\test\colon_aca\colonca4406.jpeg,aa6b10440fc643e8b4a4960b253dd59c
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4407.jpeg,data\processed\test\colon_aca\colonca4407.jpeg,293162775031629b7c5f3c20a98e3289
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4408.jpeg,data\processed\test\colon_aca\colonca4408.jpeg,168459303693ab9cd05c7887d60ebaf6
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4409.jpeg,data\processed\test\colon_aca\colonca4409.jpeg,5bb8b22145350ffb068a74cfb9b6b6b7
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4410.jpeg,data\processed\test\colon_aca\colonca4410.jpeg,a972aababdd91fc9efcd66bffe2ee1d2
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4411.jpeg,data\processed\test\colon_aca\colonca4411.jpeg,a954ae9b6d2101d16f2ea2f6e5b83e84
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4412.jpeg,data\processed\test\colon_aca\colonca4412.jpeg,3a7400b6ae34d595e775fdc259839595
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4413.jpeg,data\processed\test\colon_aca\colonca4413.jpeg,8998b45b9009c8afa885adc30d6d6cff
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4414.jpeg,data\processed\test\colon_aca\colonca4414.jpeg,18bd011e2d773fc153eef1a7ade5a36b
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4415.jpeg,data\processed\test\colon_aca\colonca4415.jpeg,4c3cc23509d2a211d0e5a94112caa66d
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4416.jpeg,data\processed\test\colon_aca\colonca4416.jpeg,c8bfa40eb92bddea15a0d58a07602f01
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4417.jpeg,data\processed\test\colon_aca\colonca4417.jpeg,2d06215c442b2e43aa220c6a54ba0109
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4418.jpeg,data\processed\test\colon_aca\colonca4418.jpeg,dd0ce6bf44bfc11bbca0d94f281d24fe
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4419.jpeg,data\processed\test\colon_aca\colonca4419.jpeg,b88c5d164c46223b8e8624d76f5598ae
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4420.jpeg,data\processed\test\colon_aca\colonca4420.jpeg,b5884ea8abb3d5e5255a0f7930edd919
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4421.jpeg,data\processed\test\colon_aca\colonca4421.jpeg,92207c464fec637c88e3d720c2e5a758
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4422.jpeg,data\processed\test\colon_aca\colonca4422.jpeg,b1ad01c85db8687b77572ee25c5a0bc4
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4423.jpeg,data\processed\test\colon_aca\colonca4423.jpeg,4390b0dcdadf0cefb8f11c3d2713d3db
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4424.jpeg,data\processed\test\colon_aca\colonca4424.jpeg,463df47b40cc2062c644233cc9c328a0
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4425.jpeg,data\processed\test\colon_aca\colonca4425.jpeg,2323362814c16fb31f1069bca7866fa7
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4426.jpeg,data\processed\test\colon_aca\colonca4426.jpeg,0f4474e5c73176664cdc119c7fb622d8
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4427.jpeg,data\processed\test\colon_aca\colonca4427.jpeg,d780f8f736b0c737e28103bc5e7cdc90
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4428.jpeg,data\processed\test\colon_aca\colonca4428.jpeg,f2da897e6d8f7fa9406bf7e6a6341a84
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4429.jpeg,data\processed\test\colon_aca\colonca4429.jpeg,22d521280891438623127e68fef7e26d
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4430.jpeg,data\processed\test\colon_aca\colonca4430.jpeg,64af8a9d5a5e2cb0271b31a40284fa59
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4431.jpeg,data\processed\test\colon_aca\colonca4431.jpeg,50d351dc73f05730bdcef307ebb697d1
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4432.jpeg,data\processed\test\colon_aca\colonca4432.jpeg,e9db906cc34b8a14d535ea2085531207
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4433.jpeg,data\processed\test\colon_aca\colonca4433.jpeg,13861d301bfa92577da8c247cd09f03c
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4434.jpeg,data\processed\test\colon_aca\colonca4434.jpeg,4953a9688f33844fdb3bd4f307f44f58
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4435.jpeg,data\processed\test\colon_aca\colonca4435.jpeg,17a611c5ccb3e01e93ae2b31d696baa4
test,colon_aca,Colon Adenocarcinoma,0,True,colon,colonca4436.jpeg,data\processed\test\colon_aca\colonca4436.jpeg,ae8b1205b5fa1a62c2ddf51b35978657
